19075,17961.11229946524
19076,17961.11229946524
19077,17961.11229946524
19078,17961.11229946524
19079,17961.11229946524
19080,17961.11229946524
19081,17961.11229946524
19082,17961.11229946524
19083,17961.11229946524
19084,17961.11229946524
19085,17961.11229946524
19086,17961.11229946524
19087,17961.11229946524
19088,17961.11229946524
19089,17961.11229946524
19090,17961.11229946524
19091,17961.11229946524
19092,17961.11229946524
19093,17961.11229946524
19094,17961.11229946524
19095,17961.11229946524
19096,17961.11229946524
19097,17961.11229946524
19098,17961.11229946524
19099,17961.11229946524
19100,17961.11229946524
19101,17961.11229946524
19102,17961.11229946524
19103,17961.11229946524
19104,17961.11229946524
19105,17961.11229946524
19106,17961.11229946524
19107,17961.11229946524
19108,17961.11229946524
19109,17961.11229946524
19110,17961.11229946524
19111,17961.11229946524
19112,17961.11229946524
19113,17961.11229946524
19114,17961.11229946524
19115,17961.11229946524
19116,17961.11229946524
19117,17961.11229946524
19118,17961.11229946524
19119,17961.11229946524
19120,17961.11229946524
19121,17961.11229946524
19122,17961.11229946524
19123,17961.11229946524
19124,17961.11229946524
19125,17961.11229946524
19126,17961.11229946524
19127,17961.11229946524
19128,17961.11229946524
19129,17961.11229946524
19130,17961.11229946524
19131,17961.11229946524
19132,17961.11229946524
19133,17961.11229946524
19134,17961.11229946524
19135,17961.11229946524
19136,17961.11229946524
19137,17961.11229946524
19138,17961.11229946524
19139,17961.11229946524
19140,17961.11229946524
19141,17961.11229946524
19142,17961.11229946524
19143,17961.11229946524
19144,17961.11229946524
19145,17961.11229946524
19146,17961.11229946524
19147,17961.11229946524
19148,17961.11229946524
19149,17961.11229946524
19150,17961.11229946524
19151,17961.11229946524
19152,17961.11229946524
19153,17961.11229946524
19154,17961.11229946524
19155,17961.11229946524
19156,17961.11229946524
19157,17961.11229946524
19158,17961.11229946524
19159,17961.11229946524
19160,17961.11229946524
19161,17961.11229946524
19162,17961.11229946524
19163,17961.11229946524
19164,17961.11229946524
19165,17961.11229946524
19166,17961.11229946524
19167,17961.11229946524
19168,17961.11229946524
19169,17961.11229946524
19170,17961.11229946524
19171,17961.11229946524
19172,17961.11229946524
19173,17961.11229946524
19174,17961.11229946524
19175,17961.11229946524
19176,17961.11229946524
19177,17961.11229946524
19178,17961.11229946524
19179,17961.11229946524
19180,17961.11229946524
19181,17961.11229946524
19182,17961.11229946524
19183,17961.11229946524
19184,17961.11229946524
19185,17961.11229946524
19186,17961.11229946524
